config_id,user_id,collection_location,created_date,days_since_signup,provider,model,connection_name,is_primary_config,input_price_per_1m_usd,output_price_per_1m_usd,monthly_budget_usd,key_auto_detected_flag,custom_base_url_flag,validation_attempts,validation_success_flag,connection_latency_ms,config_status,key_rotations,last_rotation_date,first_session_date,days_to_first_session,total_sessions,total_interactions,total_input_tokens,total_output_tokens,total_llm_cost_usd,avg_efficiency_ratio,avg_waste_index,avg_cri,max_cri,adversarial_tests_run,last_used_date,config_age_days
cfg_00100,usr_00107,Outside Campus,2026-03-26,0,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,50,0,0,1,1,135,dormant,0,,2026-03-26,0,7,138,445032,136666,0.3454,0.7194,0.5038,0.2186,0.29747371697150105,0,2026-04-21,178
cfg_00101,usr_00109,DSU Campus,2026-03-31,1,Mistral AI,codestral-2,Mistral Primary-7,1,2.0,6.0,500,0,0,1,1,249,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,173
cfg_00102,usr_00110,Outside Campus,2026-04-01,3,Google AI (Gemini),gemini-3-pro,Google Primary-3,1,1.0,6.0,250,1,0,1,1,75,active,2,,2026-04-02,1,41,804,2418084,1027191,8.5814,0.7648,0.4677,0.2042,0.5786115847016751,5,2026-08-24,172
cfg_00103,usr_00110,Outside Campus,2026-05-08,40,OpenRouter,qwen3-235b,OpenRouter Backup-2,0,0.6,2.4,25,0,0,1,1,203,active,0,,2026-04-02,,4,92,227089,100044,0.3763,0.6138,0.6018,0.2121,0.2840115659096926,0,2026-08-03,135
cfg_00104,usr_00111,DSU Campus,2026-03-29,0,xAI (Grok),grok-4-mini,xAI Primary-1,1,2.5,12.0,50,1,0,1,1,133,dormant,0,,2026-04-01,3,5,97,293258,107288,2.0206,0.8424,0.4102,0.1691,0.2153450427126888,0,2026-04-15,175
cfg_00105,usr_00112,DSU Campus,2026-03-29,2,Groq,llama-4-maverick,Groq Primary-1,1,0.5,0.9,500,0,0,1,1,395,dormant,0,,2026-03-30,1,37,706,1937789,895815,1.775,0.8226,0.369,0.1892,0.8728039775154408,4,2026-08-11,175
cfg_00106,usr_00113,Outside Campus,2026-03-27,0,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,500,0,0,1,1,162,dormant,2,,2026-03-30,3,3,77,255024,63915,1.7238,0.7395,0.5682,0.22,0.28268426706011546,2,2026-04-09,177
cfg_00107,usr_00114,DSU Campus,2026-03-30,2,Groq,llama-4-maverick,Groq Primary-4,1,0.5,0.9,100,1,0,1,1,119,dormant,0,,2026-04-04,5,24,546,1627359,742586,1.4819,0.7357,0.4514,0.2132,0.7046612441422413,2,2026-07-07,174
cfg_00108,usr_00115,Outside Campus,2026-03-28,0,Together AI,deepseek-r2-distill,Together Primary-2,1,0.8,2.0,25,1,0,2,1,136,dormant,0,,2026-03-29,1,8,153,279839,168500,0.5609,0.8244,0.3678,0.1705,0.2446137794564261,0,2026-04-21,176
cfg_00109,usr_00116,Outside Campus,2026-03-29,1,Anthropic,claude-opus-5,Anthropic Primary-3,1,3.0,15.0,1000,1,0,1,1,89,dormant,0,,2026-03-29,0,16,419,1679861,384846,10.8122,0.713,0.5173,0.2086,0.31742490208918617,2,2026-05-20,175
cfg_00110,usr_00116,Outside Campus,2026-04-23,26,Together AI,llama-4-scout,Together Backup-3,0,0.8,2.0,250,0,0,1,1,103,dormant,0,,2026-03-29,,3,58,203529,102413,0.3677,0.5902,0.6416,0.2308,0.24813628519688408,0,2026-05-13,150
cfg_00111,usr_00117,DSU Campus,2026-03-31,3,DeepSeek,deepseek-r2,DeepSeek Primary-9,1,0.3,1.2,50,1,0,1,1,101,dormant,1,,2026-03-31,0,3,88,156587,46710,0.1031,0.985,0.1813,0.1214,0.17518705837575782,0,2026-04-17,173
cfg_00112,usr_00118,Outside Campus,2026-03-28,0,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,500,1,0,1,1,93,dormant,0,,2026-03-31,3,14,211,445179,337685,6.4007,0.7137,0.4625,0.1858,0.2541264959189483,0,2026-06-30,176
cfg_00113,usr_00118,Outside Campus,2026-04-07,10,OpenAI,gpt-5-mini,OpenAI Backup-8,0,1.25,10.0,50,1,0,1,1,132,dormant,1,,2026-03-31,,4,75,223025,65868,0.9375,0.8595,0.3246,0.1445,0.23583848823815007,0,2026-06-27,166
cfg_00114,usr_00119,DSU Campus,2026-04-02,2,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,100,1,0,1,1,170,dormant,0,,2026-04-02,0,7,123,451395,227610,2.8402,0.8181,0.3557,0.1672,0.2849034713658942,3,2026-04-24,171
cfg_00115,usr_00120,Outside Campus,2026-03-30,1,DeepSeek,deepseek-v4,DeepSeek Primary-1,1,0.3,1.2,100,1,1,1,1,169,dormant,1,,2026-03-31,1,11,299,1040337,277389,0.645,0.7402,0.4473,0.2282,0.47991321847978513,0,2026-05-20,174
cfg_00116,usr_00121,Outside Campus,2026-03-29,0,Anthropic,claude-opus-5,Anthropic Primary-6,1,3.0,15.0,100,1,0,1,1,170,active,0,,2026-03-29,0,50,1081,2703778,1154210,25.4247,0.8016,0.411,0.21,0.7820991800338385,3,2026-09-20,175
cfg_00117,usr_00122,Outside Campus,2026-03-29,0,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,50,1,0,1,1,80,dormant,0,,2026-03-29,0,23,476,1760177,539463,7.5949,0.8035,0.4213,0.2115,0.8603490709039249,0,2026-05-19,175
cfg_00118,usr_00123,Outside Campus,2026-03-29,0,Google AI (Gemini),gemini-3-pro,Google Primary-2,1,1.0,6.0,1000,1,0,1,1,76,dormant,0,,2026-04-01,3,6,115,414429,108144,1.0633,0.7767,0.414,0.2288,0.5359933164743258,0,2026-04-10,175
cfg_00119,usr_00128,Outside Campus,2026-04-02,2,Cohere,command-r-plus-2,Cohere Primary-2,1,2.5,10.0,250,0,0,1,1,216,active,0,,2026-04-02,0,34,582,2088944,793452,13.1569,0.7578,0.4275,0.1851,0.31266080267117985,3,2026-09-20,171
cfg_00120,usr_00129,Outside Campus,2026-04-02,1,OpenAI,gpt-5-mini,OpenAI Primary-1,1,1.25,10.0,50,1,1,1,1,155,active,0,,2026-04-04,2,36,785,3401178,770657,11.9582,0.8341,0.3915,0.2152,0.9350772779758818,3,2026-09-08,171
cfg_00121,usr_00130,Outside Campus,2026-04-02,1,Groq,llama-4-maverick,Groq Primary-6,1,0.5,0.9,25,1,0,1,1,203,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,171
cfg_00122,usr_00131,Outside Campus,2026-04-01,0,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,50,1,0,3,1,81,active,0,,2026-04-03,2,23,486,1293689,652509,1.2341,0.7495,0.4577,0.1994,0.30061965762361076,1,2026-08-21,172
cfg_00123,usr_00132,Outside Campus,2026-04-02,0,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,250,0,0,1,1,230,dormant,0,,2026-04-03,1,12,221,666609,182335,2.6567,0.7428,0.4722,0.1843,0.2910256802740413,1,2026-04-20,171
cfg_00124,usr_00133,Outside Campus,2026-04-03,1,Together AI,deepseek-r2-distill,Together Primary-1,1,0.8,2.0,250,1,0,1,1,163,dormant,0,,2026-04-04,1,6,144,372001,214655,0.727,0.8138,0.3254,0.2226,0.6095202479102169,0,2026-04-18,170
cfg_00125,usr_00134,Outside Campus,2026-04-04,2,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,1000,0,0,1,1,173,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,169
cfg_00126,usr_00134,Outside Campus,2026-04-25,23,Anthropic,claude-sonnet-5,Anthropic Backup-7,0,3.0,15.0,100,1,1,1,1,221,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,148
cfg_00127,usr_00135,Outside Campus,2026-04-03,1,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,1000,0,1,1,1,123,dormant,0,,2026-04-03,0,13,210,597051,267106,3.4176,0.7426,0.4537,0.1907,0.24747337684456758,2,2026-05-04,170
cfg_00128,usr_00136,DSU Campus,2026-04-03,1,Mistral AI,codestral-2,Mistral Primary-9,1,2.0,6.0,250,1,0,1,1,266,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,170
cfg_00129,usr_00137,Outside Campus,2026-04-04,1,OpenRouter,auto/router,OpenRouter Primary-3,1,0.6,2.4,25,0,0,1,1,302,active,0,,2026-04-04,0,32,627,1860041,1054752,3.6474,0.7664,0.4074,0.22,0.9219913520828993,1,2026-09-20,169
cfg_00130,usr_00138,Outside Campus,2026-04-03,0,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,1000,1,0,1,1,146,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,170
cfg_00131,usr_00142,DSU Campus,2026-04-03,0,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,1000,1,0,1,1,155,dormant,0,,2026-04-04,1,31,688,1544849,860732,10.5383,0.7947,0.4028,0.2139,0.713529185668559,5,2026-07-12,170
cfg_00132,usr_00143,Outside Campus,2026-04-02,0,xAI (Grok),grok-4-mini,xAI Primary-7,1,2.5,12.0,100,1,0,1,1,231,dormant,1,,2026-04-02,0,23,540,1061465,640973,10.3451,0.7213,0.4763,0.2015,0.3545957138656801,2,2026-07-17,171
cfg_00133,usr_00143,Outside Campus,2026-05-12,40,OpenAI,gpt-5,OpenAI Backup-1,0,1.25,10.0,50,0,0,2,1,227,dormant,0,,2026-04-02,,4,111,380618,110493,1.5807,0.7693,0.4216,0.174,0.23381721295809924,0,2026-07-17,131
cfg_00134,usr_00144,DSU Campus,2026-04-04,1,Together AI,llama-4-scout,Together Primary-1,1,0.8,2.0,25,0,0,2,1,80,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,169
cfg_00135,usr_00145,Outside Campus,2026-04-11,0,OpenRouter,auto/router,OpenRouter Primary-1,1,0.6,2.4,25,1,1,1,1,95,active,0,,2026-04-12,1,28,610,2058689,795709,3.1449,0.7831,0.4167,0.2531,0.863795432672582,2,2026-08-21,162
cfg_00136,usr_00145,Outside Campus,2026-04-27,16,Groq,llama-4-maverick,Groq Backup-5,0,0.5,0.9,1000,1,0,1,1,384,active,0,,2026-04-12,,5,74,144840,99971,0.1623,0.8571,0.4684,0.2088,0.27439526534160935,0,2026-08-01,146
cfg_00137,usr_00146,DSU Campus,2026-04-04,0,Groq,llama-4-maverick,Groq Primary-3,1,0.5,0.9,1000,1,0,1,1,104,dormant,0,,2026-04-06,2,13,308,725279,517809,0.8287,0.7321,0.5035,0.196,0.2765633929050918,2,2026-05-27,169
cfg_00138,usr_00147,DSU Campus,2026-04-06,0,Anthropic,claude-sonnet-5,Anthropic Primary-2,1,3.0,15.0,1000,1,0,1,1,103,dormant,0,,2026-04-06,0,9,188,635244,194543,4.8239,0.7466,0.4044,0.1745,0.30643611886292044,1,2026-04-20,167
cfg_00139,usr_00148,Outside Campus,2026-04-06,0,DeepSeek,deepseek-v4,DeepSeek Primary-3,1,0.3,1.2,250,1,0,1,1,175,active,0,,2026-04-06,0,40,880,2141533,1094972,1.9565,0.7766,0.4524,0.1998,0.5682428278379084,6,2026-09-15,167
cfg_00140,usr_00150,Outside Campus,2026-04-06,2,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,1000,0,0,1,1,134,active,0,,2026-04-06,0,44,947,3039280,1067107,2.48,0.7485,0.4623,0.2047,0.564548850820547,2,2026-09-16,167
cfg_00141,usr_00151,Outside Campus,2026-04-05,1,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,25,1,0,1,1,259,dormant,1,,2026-04-05,0,31,818,1832146,964612,19.966,0.8009,0.4305,0.1855,0.29632288986257943,0,2026-06-23,168
cfg_00142,usr_00152,DSU Campus,2026-04-04,0,Together AI,llama-4-scout,Together Primary-4,1,0.8,2.0,100,1,0,1,1,187,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,169
cfg_00143,usr_00154,DSU Campus,2026-04-06,0,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,1000,1,0,1,1,173,dormant,0,,2026-04-06,0,37,838,2708088,847321,11.8583,0.7794,0.4094,0.1957,0.8697709594005356,2,2026-06-15,167
cfg_00144,usr_00155,Outside Campus,2026-04-06,0,OpenRouter,qwen3-235b,OpenRouter Primary-9,1,0.6,2.4,100,1,0,3,1,88,dormant,0,,2026-04-08,2,27,605,923242,742728,2.3365,0.753,0.444,0.2085,0.7684327874913597,1,2026-07-04,167
cfg_00145,usr_00156,Outside Campus,2026-04-11,2,Groq,qwen3-32b,Groq Primary-7,1,0.5,0.9,100,1,0,1,1,138,dormant,0,,2026-04-11,0,9,173,358614,198613,0.358,0.8475,0.3351,0.175,0.3321153205671894,0,2026-05-03,162
cfg_00146,usr_00156,Outside Campus,2026-05-09,30,Google AI (Gemini),gemini-3-flash,Google Backup-9,0,1.0,6.0,500,1,0,1,1,219,dormant,0,,2026-04-11,,2,19,41426,15979,0.1373,0.7011,0.4855,0.1976,0.27369543676235947,1,2026-04-11,134
cfg_00147,usr_00158,Outside Campus,2026-04-09,3,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,25,1,0,1,1,97,dormant,0,,2026-04-10,1,9,262,1050491,313825,4.4514,0.6797,0.5078,0.1964,0.27225430410449836,1,2026-05-04,164
cfg_00148,usr_00160,DSU Campus,2026-04-06,0,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,50,1,0,1,1,230,dormant,0,,2026-04-09,3,9,237,667113,292689,3.7607,0.7136,0.5124,0.2639,0.6405415216091377,0,2026-04-19,167
cfg_00149,usr_00161,Outside Campus,2026-04-06,0,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,100,1,0,1,1,73,active,0,,2026-04-07,1,56,1036,2950828,1538672,2.8605,0.7659,0.439,0.1892,0.6555381835525712,5,2026-09-15,167
cfg_00150,usr_00162,Outside Campus,2026-04-07,0,Mistral AI,codestral-2,Mistral Primary-3,1,2.0,6.0,100,1,0,1,1,130,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,166
cfg_00151,usr_00163,DSU Campus,2026-04-08,0,DeepSeek,deepseek-v4,DeepSeek Primary-3,1,0.3,1.2,1000,1,0,1,1,101,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,165
cfg_00152,usr_00164,Outside Campus,2026-04-12,5,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,1000,1,0,1,1,243,dormant,0,,2026-04-12,0,37,748,1973756,903245,19.4698,0.7672,0.4312,0.1988,0.729876081610624,8,2026-07-29,161
cfg_00153,usr_00164,Outside Campus,2026-04-27,20,Anthropic,claude-sonnet-5,Anthropic Backup-9,0,3.0,15.0,100,1,0,1,1,206,dormant,0,,2026-04-12,,5,89,270657,156843,3.1646,0.9417,0.3214,0.1397,0.17673682595097492,0,2026-06-26,146
cfg_00154,usr_00165,Outside Campus,2026-04-07,0,Google AI (Gemini),gemini-3-pro,Google Primary-2,1,1.0,6.0,500,0,0,1,1,125,dormant,1,,2026-04-08,1,8,207,836067,227038,2.1983,0.6168,0.5532,0.2298,0.29440228448255723,0,2026-04-27,166
cfg_00155,usr_00167,Outside Campus,2026-04-12,1,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,100,1,0,2,1,135,dormant,0,,2026-04-12,0,32,578,1710684,528938,4.8846,0.7765,0.429,0.2207,0.7027538551943026,1,2026-06-21,161
cfg_00156,usr_00168,Outside Campus,2026-04-11,3,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,50,1,0,1,1,198,dormant,0,,2026-04-12,1,25,590,1668388,654642,8.6319,0.7942,0.4095,0.1772,0.3055540517193944,6,2026-06-30,162
cfg_00157,usr_00169,DSU Campus,2026-04-08,0,Groq,llama-4-maverick,Groq Primary-7,1,0.5,0.9,1000,1,0,1,1,342,dormant,0,,2026-04-09,1,8,117,430120,116421,0.3198,0.8211,0.3642,0.168,0.21294663380461043,1,2026-04-16,165
cfg_00158,usr_00171,DSU Campus,2026-04-14,1,Groq,qwen3-32b,Groq Primary-1,1,0.5,0.9,25,1,0,1,1,192,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,159
cfg_00159,usr_00172,Outside Campus,2026-04-09,1,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,500,1,0,1,1,149,active,0,,2026-04-10,1,48,1308,2652274,1388774,17.2032,0.7552,0.4452,0.2033,0.9260349881007333,6,2026-09-20,164
cfg_00160,usr_00176,Outside Campus,2026-04-11,1,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,250,1,0,1,1,173,dormant,0,,2026-04-12,1,19,499,1405344,558487,1.2055,0.8107,0.4019,0.1702,0.3240433679248602,2,2026-05-19,162
cfg_00161,usr_00177,Outside Campus,2026-04-10,0,Anthropic,claude-sonnet-5,Anthropic Primary-3,1,3.0,15.0,25,1,1,1,1,173,dormant,0,,2026-04-10,0,20,468,1219028,481639,10.8816,0.8229,0.432,0.2509,0.9440256058883278,1,2026-06-26,163
cfg_00162,usr_00179,Outside Campus,2026-04-14,1,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,100,1,1,1,1,117,dormant,0,,2026-04-19,5,7,155,509012,182183,1.6022,0.7602,0.4422,0.2059,0.28384959637835805,0,2026-05-05,159
cfg_00163,usr_00181,DSU Campus,2026-04-11,0,Groq,llama-4-maverick,Groq Primary-1,1,0.5,0.9,25,1,0,1,1,109,dormant,0,,2026-04-13,2,2,54,244820,34381,0.1534,0.7769,0.4762,0.2067,0.2095424297208659,1,2026-04-14,162
cfg_00164,usr_00183,Outside Campus,2026-04-12,0,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,500,1,0,1,1,294,dormant,1,,2026-04-12,0,14,206,820196,327386,0.7049,0.7594,0.4668,0.1932,0.3088483308425825,0,2026-05-06,161
cfg_00165,usr_00183,Outside Campus,2026-05-17,35,OpenAI,gpt-5-mini,OpenAI Backup-4,0,1.25,10.0,25,0,0,1,1,157,dormant,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,126
cfg_00166,usr_00184,Outside Campus,2026-04-13,1,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,100,1,0,1,1,147,active,0,,2026-04-13,0,44,1151,2737824,1223888,15.6612,0.7872,0.4343,0.2214,0.8151087708013762,1,2026-08-21,160
cfg_00167,usr_00185,Outside Campus,2026-04-14,2,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,100,1,0,1,1,365,dormant,0,,2026-04-17,3,12,222,654733,231564,0.536,0.7542,0.4753,0.2155,0.3411315163431715,2,2026-05-09,159
cfg_00168,usr_00188,Outside Campus,2026-04-15,2,OpenAI,gpt-5,OpenAI Primary-7,1,1.25,10.0,50,0,0,1,1,190,dormant,0,,2026-04-15,0,33,765,2448789,718280,10.2438,0.7806,0.4143,0.1806,0.25506243800416106,2,2026-08-14,158
cfg_00169,usr_00189,Outside Campus,2026-04-15,0,xAI (Grok),grok-4,xAI Primary-7,1,2.5,12.0,50,1,0,1,1,162,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,158
cfg_00170,usr_00190,Outside Campus,2026-04-16,2,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,50,1,1,1,1,196,dormant,0,,2026-04-16,0,2,32,120931,15005,0.3012,0.985,0.218,0.1164,0.12215440171803804,0,2026-04-24,157
cfg_00171,usr_00190,Outside Campus,2026-05-01,17,OpenAI,gpt-5-mini,OpenAI Backup-6,0,1.25,10.0,250,1,0,1,1,139,dormant,0,,2026-04-16,,1,20,59216,21156,0.2856,0.8492,0.3774,0.1802,0.18023311781901802,0,2026-04-23,142
cfg_00172,usr_00191,Outside Campus,2026-04-15,0,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,25,1,0,1,1,237,dormant,0,,2026-04-15,0,10,255,973833,313797,4.3553,0.7953,0.3783,0.1637,0.21846590431885968,3,2026-06-05,158
cfg_00173,usr_00191,Outside Campus,2026-05-12,27,OpenRouter,qwen3-235b,OpenRouter Backup-1,0,0.6,2.4,25,0,0,1,1,212,dormant,0,,2026-04-15,,2,49,93997,77904,0.2433,0.7686,0.3762,0.1905,0.220926844948593,0,2026-05-22,131
cfg_00174,usr_00192,DSU Campus,2026-04-16,1,Google AI (Gemini),gemini-3-pro,Google Primary-3,1,1.0,6.0,25,1,0,1,1,274,dormant,0,,2026-04-18,2,12,223,531478,278006,2.1994,0.7198,0.4585,0.1957,0.32169797422543445,3,2026-06-14,157
cfg_00175,usr_00192,DSU Campus,2026-05-18,33,Anthropic,claude-sonnet-5,Anthropic Backup-2,0,3.0,15.0,500,1,0,2,1,240,dormant,0,,2026-04-18,,1,15,31954,6262,0.1898,0.7576,0.4345,0.1762,0.1761799112823954,0,2026-04-21,125
cfg_00176,usr_00193,DSU Campus,2026-04-16,1,Google AI (Gemini),gemini-3-pro,Google Primary-4,1,1.0,6.0,50,1,0,1,1,231,dormant,0,,2026-04-17,1,21,433,1379165,475653,4.233,0.7674,0.4305,0.1868,0.28985498434233675,2,2026-06-22,157
cfg_00177,usr_00194,Outside Campus,2026-04-17,0,Google AI (Gemini),gemini-3-pro,Google Primary-4,1,1.0,6.0,1000,1,0,2,1,197,active,0,,2026-04-17,0,36,775,1890697,859444,7.0474,0.7368,0.4667,0.216,0.7753291413598077,7,2026-09-16,156
cfg_00178,usr_00195,DSU Campus,2026-04-17,0,Anthropic,claude-sonnet-5,Anthropic Primary-5,1,3.0,15.0,1000,0,0,1,1,91,dormant,0,,2026-04-19,2,2,60,358170,56156,1.9168,0.8281,0.3246,0.1483,0.2105714003418848,0,2026-04-25,156
cfg_00179,usr_00196,DSU Campus,2026-04-19,0,DeepSeek,deepseek-v4,DeepSeek Primary-2,1,0.3,1.2,100,1,0,1,1,153,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,154
cfg_00180,usr_00197,Outside Campus,2026-04-16,0,Anthropic,claude-sonnet-5,Anthropic Primary-5,1,3.0,15.0,1000,1,0,2,1,106,dormant,0,,2026-04-18,2,9,195,614856,312168,6.5272,0.8667,0.2907,0.1481,0.21816418853856434,1,2026-06-15,157
cfg_00181,usr_00198,DSU Campus,2026-04-21,3,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,100,0,0,2,1,114,dormant,1,,2026-04-24,3,12,270,844684,408817,5.1441,0.8357,0.3416,0.1596,0.2500180455230264,2,2026-05-20,152
cfg_00182,usr_00199,DSU Campus,2026-04-17,1,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,1000,1,1,1,1,81,active,0,,2026-04-19,2,50,1029,2679439,1127285,24.9474,0.7864,0.4204,0.2004,0.7197830311818182,2,2026-09-18,156
cfg_00183,usr_00199,DSU Campus,2026-04-25,9,Groq,llama-4-maverick,Groq Backup-2,0,0.5,0.9,500,1,0,1,1,224,active,1,,2026-04-19,,4,71,170316,72085,0.1501,0.8621,0.3608,0.478,0.9075253958907659,0,2026-08-18,148
cfg_00184,usr_00201,Outside Campus,2026-04-17,0,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,250,1,0,1,1,139,dormant,0,,2026-04-21,4,5,125,301977,118258,1.56,0.7579,0.4766,0.2145,0.33806460799548377,0,2026-05-07,156
cfg_00185,usr_00203,Outside Campus,2026-04-22,4,Google AI (Gemini),gemini-3-pro,Google Primary-9,1,1.0,6.0,500,1,0,2,1,97,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,151
cfg_00186,usr_00205,DSU Campus,2026-04-21,0,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,1000,1,0,1,1,133,dormant,0,,2026-04-21,0,3,54,259062,46674,1.4773,0.9157,0.2173,0.1246,0.20878054429426085,0,2026-04-24,152
cfg_00187,usr_00207,Outside Campus,2026-04-21,1,Groq,llama-4-maverick,Groq Primary-3,1,0.5,0.9,100,1,0,1,1,112,active,0,,2026-04-22,1,39,827,2981445,1070923,2.4546,0.7561,0.4462,0.2064,0.8149111203263343,1,2026-09-02,152
cfg_00188,usr_00207,Outside Campus,2026-05-03,13,Groq,llama-4-maverick,Groq Backup-6,0,0.5,0.9,100,0,0,1,1,159,active,1,,2026-04-22,,9,176,374082,160623,0.3316,0.6573,0.5765,0.2278,0.32779508724230416,1,2026-08-31,140
cfg_00189,usr_00208,Outside Campus,2026-04-25,0,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,25,1,0,2,1,227,active,0,,2026-04-26,1,34,802,2203318,1018261,12.9367,0.7847,0.4213,0.2003,0.877244516985463,2,2026-09-07,148
cfg_00190,usr_00208,Outside Campus,2026-05-18,23,Groq,qwen3-32b,Groq Backup-3,0,0.5,0.9,25,1,0,1,1,106,active,0,,2026-04-26,,10,408,1378912,460918,1.1043,0.7984,0.3938,0.168,0.2620751687500497,0,2026-08-26,125
cfg_00191,usr_00209,DSU Campus,2026-04-21,0,Anthropic,claude-opus-5,Anthropic Primary-3,1,3.0,15.0,25,1,0,1,1,160,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,152
cfg_00192,usr_00212,Outside Campus,2026-04-21,0,OpenAI,gpt-5-mini,OpenAI Primary-8,1,1.25,10.0,500,1,0,1,1,257,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,152
cfg_00193,usr_00212,Outside Campus,2026-05-29,38,DeepSeek,deepseek-r2,DeepSeek Backup-4,0,0.3,1.2,50,0,0,1,1,161,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,114
cfg_00194,usr_00214,Outside Campus,2026-05-03,9,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,500,1,0,1,1,60,dormant,1,,2026-05-04,1,13,296,644318,391011,7.7982,0.7933,0.4139,0.1834,0.2806310780033545,0,2026-06-22,140
cfg_00195,usr_00216,DSU Campus,2026-04-26,2,DeepSeek,deepseek-r2,DeepSeek Primary-9,1,0.3,1.2,25,1,0,1,1,131,active,2,,2026-04-26,0,32,590,1550796,765866,1.3844,0.8254,0.3712,0.2172,0.800842156321113,6,2026-09-14,147
cfg_00196,usr_00220,DSU Campus,2026-04-22,0,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,100,1,1,1,1,110,dormant,0,,2026-04-25,3,3,67,178527,70629,0.9295,0.8436,0.3417,0.1816,0.21813631487868096,2,2026-04-28,151
cfg_00197,usr_00222,Outside Campus,2026-04-23,1,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,100,1,0,1,1,108,dormant,0,,2026-04-25,2,21,452,1247180,684813,8.4068,0.7704,0.4205,0.2274,0.5730697477614123,5,2026-07-06,150
cfg_00198,usr_00223,Outside Campus,2026-04-23,1,DeepSeek,deepseek-r2,DeepSeek Primary-7,1,0.3,1.2,25,1,0,1,1,145,dormant,1,,2026-04-24,1,21,306,836833,355032,0.6771,0.6987,0.5091,0.255,0.9556524991181896,1,2026-06-15,150
cfg_00199,usr_00224,DSU Campus,2026-05-01,1,OpenRouter,qwen3-235b,OpenRouter Primary-5,1,0.6,2.4,500,1,0,1,1,111,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,142
cfg_00200,usr_00225,Outside Campus,2026-04-25,3,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,25,1,0,2,1,175,dormant,1,,2026-04-26,1,35,757,2034511,886989,19.4083,0.8061,0.3796,0.1622,0.29603052882145847,5,2026-07-30,148
